18	2035	7.0
18	2643	8.0
18	2836	5.0
18	3291	7.0
18	3448	8.0
18	3680	9.0
18	3803	9.0
18	3977	7.0
18	4085	8.0
18	6575	9.0
18	6576	9.0
18	6584	8.0
18	6586	8.0
18	6587	8.0
18	6589	10.0
18	6592	10.0
18	6593	9.0
18	6595	7.0
18	6603	8.0
18	6611	9.0
18	6612	6.0
18	6616	7.0
18	8649	9.0
20	132	7.0
20	230	8.0
20	259	9.0
20	760	5.0
20	802	3.0
20	840	3.0
20	1014	9.0
20	1026	6.0
20	1065	7.0
20	1487	8.0
20	2777	6.0
20	2910	10.0
20	3946	10.0
20	4244	8.0
20	5808	9.0
20	6644	8.0
20	6653	8.0
20	6654	8.0
20	6656	8.0
20	6659	7.0
20	6661	7.0
20	7663	9.0
22	220	8.0
22	485	10.0
22	643	9.0
22	1034	7.0
22	1070	7.0
22	1171	10.0
22	1289	5.0
22	1706	9.0
22	1851	7.0
22	1852	7.0
22	1853	8.0
22	1855	8.0
22	1856	10.0
22	1857	6.0
22	1859	10.0
22	1860	6.0
22	1861	7.0
22	1863	8.0
22	2519	6.0
22	3152	10.0
22	6667	10.0
22	6668	7.0
22	6669	5.0
22	6671	5.0
22	6673	9.0
22	16099	6.0
24	164	10.0
24	268	10.0
24	388	10.0
24	468	10.0
24	622	9.0
24	697	8.0
24	833	9.0
24	836	10.0
24	1715	8.0
24	1765	10.0
24	1932	10.0
24	2208	10.0
24	2420	8.0
24	3046	10.0
24	4149	10.0
24	4307	7.0
24	4359	10.0
24	4428	10.0
24	5339	9.0
24	5469	10.0
24	5805	9.0
24	6685	8.0
24	6712	10.0
24	6714	10.0
24	6731	8.0
24	6748	7.0
24	6770	10.0
24	6786	9.0
24	6789	10.0
24	6812	10.0
24	6823	8.0
24	6844	10.0
24	6862	10.0
24	6866	10.0
25	66	10.0
25	76	7.0
25	117	7.0
25	577	10.0
25	704	10.0
25	820	10.0
25	850	7.0
25	900	9.0
25	1238	8.0
25	1950	7.0
25	1955	7.0
25	1956	6.0
25	1957	7.0
25	1963	7.0
25	1967	5.0
25	1968	10.0
25	1971	6.0
25	1972	6.0
25	3815	5.0
25	4806	9.0
25	5337	10.0
25	6844	9.0
25	6871	5.0
25	6873	6.0
25	6874	9.0
25	6875	9.0
25	6876	9.0
25	6884	5.0
25	6885	6.0
25	6888	8.0
26	64	5.0
26	137	5.0
26	203	5.0
26	991	3.0
26	1167	8.0
26	1203	5.0
26	1292	7.0
26	1457	8.0
26	1910	7.0
26	1973	7.0
26	1978	5.0
26	1980	7.0
26	1981	5.0
26	2156	7.0
26	5004	7.0
26	5434	8.0
26	6124	8.0
26	6454	5.0
26	7863	5.0
26	8217	7.0
26	9611	6.0
26	12001	6.0
29	191	10.0
29	547	9.0
29	722	8.0
29	754	10.0
29	1091	10.0
29	1093	10.0
29	1289	7.0
29	1290	8.0
29	1294	10.0
29	1444	7.0
29	1473	8.0
29	1808	10.0
29	2187	10.0
29	2189	7.0
29	2190	7.0
29	2191	8.0
29	2192	10.0
29	2193	10.0
29	2194	8.0
29	2195	10.0
29	2197	8.0
29	2204	7.0
29	2315	7.0
29	2808	10.0
29	2844	7.0
29	2846	5.0
29	3885	8.0
29	3886	8.0
29	6574	10.0
29	6902	7.0
29	6904	5.0
29	6906	7.0
29	6907	10.0
29	6909	7.0
29	6910	9.0
29	6911	10.0
29	6912	10.0
29	6913	8.0
31	14	10.0
31	66	10.0
31	129	8.0
31	192	9.0
31	228	10.0
31	252	10.0
31	276	8.0
31	351	10.0
31	370	10.0
31	394	10.0
31	410	8.0
31	468	8.0
31	512	10.0
31	556	10.0
31	575	10.0
31	604	10.0
31	620	9.0
31	633	9.0
31	696	9.0
31	737	10.0
31	760	10.0
31	770	10.0
31	814	10.0
31	912	10.0
31	962	10.0
31	1018	10.0
31	1123	9.0
31	1271	7.0
31	1295	9.0
31	1300	10.0
31	1466	5.0
31	1523	9.0
31	1547	5.0
31	1697	10.0
31	1711	8.0
31	1867	5.0
31	1880	8.0
31	1932	10.0
31	2216	9.0
31	2251	9.0
31	2291	10.0
31	2297	6.0
31	2298	10.0
31	2299	10.0
31	2301	10.0
31	2302	10.0
31	2303	10.0
31	2304	10.0
31	2305	10.0
31	2308	9.0
31	2309	8.0
31	2313	10.0
31	2438	9.0
31	2470	10.0
31	2483	9.0
31	2528	10.0
31	2976	10.0
31	3161	10.0
31	3330	10.0
31	3840	9.0
31	4050	8.0
31	4051	9.0
31	4130	7.0
31	4199	8.0
31	4221	9.0
31	4899	10.0
31	4900	8.0
31	4934	10.0
31	5285	5.0
31	5319	10.0
31	6064	9.0
31	6760	9.0
31	6843	9.0
31	6913	9.0
31	6917	9.0
31	6918	9.0
31	6919	10.0
31	6921	10.0
31	6922	9.0
31	6924	9.0
31	6925	8.0
31	6926	10.0
31	6927	9.0
31	6928	10.0
31	6929	9.0
31	6930	10.0
31	6932	9.0
31	6933	8.0
31	6934	9.0
31	6935	9.0
31	6936	9.0
31	6938	10.0
31	6939	10.0
31	8139	8.0
34	1640	10.0
34	1912	10.0
34	2459	10.0
34	2460	10.0
34	2461	10.0
34	2462	10.0
34	2463	10.0
34	2465	10.0
34	2466	10.0
34	2468	10.0
34	3479	10.0
34	5329	10.0
34	6958	10.0
34	6959	10.0
34	6960	10.0
34	6961	10.0
34	6962	10.0
34	6965	9.0
34	6966	10.0
34	6969	10.0
34	6971	10.0
34	6972	10.0
34	6973	10.0
34	6974	10.0
34	6976	8.0
34	6977	8.0
34	6978	8.0
44	389	9.0
44	631	9.0
44	797	10.0
44	834	8.0
44	1113	10.0
44	1130	10.0
44	1277	9.0
44	1278	8.0
44	1370	8.0
44	1535	10.0
44	1570	10.0
44	1789	7.0
44	1993	8.0
44	2009	8.0
44	2046	7.0
44	2183	10.0
44	2378	8.0
44	2438	10.0
44	2489	7.0
44	2543	10.0
44	2596	9.0
44	2600	9.0
44	2844	10.0
44	2883	3.0
44	2885	8.0
44	2886	10.0
44	2891	10.0
44	2892	9.0
44	2893	10.0
44	2894	9.0
44	2895	8.0
44	2896	7.0
44	2897	10.0
44	2898	8.0
44	2899	5.0
44	3022	7.0
44	3272	9.0
44	3464	6.0
44	3482	10.0
44	3660	8.0
44	3687	8.0
44	3811	6.0
44	5479	5.0
44	5502	10.0
44	5983	5.0
44	5990	8.0
44	6025	8.0
44	6061	9.0
44	6627	10.0
44	7003	8.0
44	7004	10.0
44	7005	10.0
44	7008	10.0
44	7009	10.0
44	7010	10.0
44	7011	10.0
44	7013	8.0
44	7014	10.0
44	7015	10.0
44	7016	8.0
44	7017	10.0
44	7018	6.0
44	7019	10.0
44	7020	5.0
44	7021	6.0
44	7022	9.0
44	7024	8.0
47	55	10.0
47	504	6.0
47	591	9.0
47	802	8.0
47	845	9.0
47	900	6.0
47	1487	9.0
47	1587	10.0
47	1605	9.0
47	1738	9.0
47	1804	8.0
47	2074	10.0
47	2265	10.0
47	2546	9.0
47	2711	8.0
47	2937	9.0
47	3018	10.0
47	3107	9.0
47	3108	9.0
47	3109	9.0
47	3111	9.0
47	3112	6.0
47	3113	4.0
47	3114	8.0
47	3115	8.0
47	3116	8.0
47	3117	8.0
47	3118	7.0
47	3120	9.0
47	6262	9.0
47	7055	10.0
47	7056	10.0
48	27	7.0
48	36	10.0
48	229	6.0
48	247	7.0
48	351	8.0
48	369	7.0
48	481	8.0
48	543	10.0
48	631	7.0
48	642	7.0
48	683	10.0
48	745	10.0
48	756	8.0
48	880	7.0
48	886	10.0
48	987	10.0
48	1007	9.0
48	1018	8.0
48	1025	9.0
48	1041	3.0
48	1116	8.0
48	1121	8.0
48	1199	7.0
48	1287	7.0
48	1439	10.0
48	1443	10.0
48	1724	10.0
48	1777	8.0
48	1864	10.0
48	1893	10.0
48	1922	10.0
48	1946	8.0
48	2120	7.0
48	2140	8.0
48	2152	10.0
48	2156	6.0
48	2565	10.0
48	2597	9.0
48	2746	9.0
48	2751	7.0
48	2967	8.0
48	2969	5.0
48	3036	10.0
48	3152	10.0
48	3453	7.0
48	3684	7.0
48	3687	9.0
48	4488	10.0
48	4539	10.0
48	4548	10.0
48	4559	10.0
48	5098	8.0
48	5641	10.0
48	5652	9.0
48	6035	10.0
48	6261	5.0
48	6288	8.0
48	6451	10.0
48	6461	10.0
48	6606	10.0
48	6656	8.0
48	7002	8.0
48	7086	8.0
48	7113	9.0
48	7116	9.0
48	7118	10.0
48	7126	9.0
48	7128	10.0
48	7129	10.0
48	7130	10.0
48	7131	7.0
48	7140	7.0
48	7158	8.0
48	7159	8.0
48	7166	10.0
48	7170	9.0
48	7172	9.0
48	7174	10.0
48	7177	9.0
48	7178	8.0
48	7183	7.0
48	7184	10.0
48	7185	9.0
48	7190	8.0
48	7191	9.0
48	7193	9.0
48	7197	8.0
48	7204	8.0
48	7207	9.0
48	7214	9.0
48	7216	7.0
48	7217	10.0
48	7224	7.0
48	7227	6.0
48	7230	8.0
48	7231	10.0
48	7232	7.0
48	7236	7.0
49	114	1.0
49	190	1.0
49	263	9.0
49	291	3.0
49	318	6.0
49	329	6.0
49	608	8.0
49	867	7.0
49	1081	5.0
49	1888	6.0
49	1965	9.0
49	2436	5.0
49	2915	6.0
49	3214	2.0
49	3218	8.0
49	3219	6.0
49	3551	5.0
49	4823	7.0
49	4872	2.0
49	5640	5.0
49	5862	1.0
49	6079	7.0
49	6219	4.0
49	7246	3.0
49	7254	6.0
49	7264	3.0
49	7266	6.0
49	7268	7.0
49	7269	8.0
49	7270	5.0
49	7276	1.0
49	7277	2.0
49	7279	2.0
49	7280	6.0
52	55	7.0
52	126	10.0
52	144	10.0
52	173	8.0
52	202	9.0
52	239	6.0
52	298	7.0
52	369	8.0
52	566	9.0
52	683	10.0
52	696	9.0
52	789	8.0
52	826	6.0
52	848	8.0
52	856	7.0
52	915	6.0
52	916	10.0
52	997	9.0
52	1050	8.0
52	1094	10.0
52	1116	7.0
52	1169	8.0
52	1461	7.0
52	1600	6.0
52	1665	6.0
52	1727	5.0
52	1880	8.0
52	1962	7.0
52	2038	7.0
52	2289	5.0
52	2491	6.0
52	2533	7.0
52	2614	5.0
52	2623	7.0
52	2735	6.0
52	2824	7.0
52	2907	7.0
52	2934	10.0
52	3110	8.0
52	3137	8.0
52	3198	6.0
52	3296	6.0
52	3383	8.0
52	3385	8.0
52	3386	10.0
52	3387	8.0
52	3389	9.0
52	3392	8.0
52	3438	7.0
52	3622	8.0
52	3672	7.0
52	3684	8.0
52	4055	8.0
52	4442	9.0
52	4647	8.0
52	5181	7.0
52	5193	8.0
52	5203	7.0
52	5424	10.0
52	5622	6.0
52	5657	10.0
52	5698	8.0
52	6140	10.0
52	6502	6.0
52	6694	7.0
52	7075	9.0
52	7109	7.0
52	7289	8.0
52	7291	8.0
52	7296	7.0
52	7300	6.0
52	7301	6.0
52	7308	5.0
52	7310	5.0
52	7311	8.0
52	7313	8.0
52	7316	7.0
52	7319	8.0
52	7323	8.0
52	7324	6.0
52	7326	10.0
52	7327	8.0
52	7328	10.0
52	7330	6.0
52	7332	6.0
52	7333	6.0
52	7335	5.0
52	7341	9.0
52	7342	9.0
52	7343	8.0
52	7350	6.0
52	7351	10.0
52	7355	9.0
52	7358	7.0
52	15903	7.0
53	56	10.0
53	259	2.0
53	276	9.0
53	289	7.0
53	309	8.0
53	411	5.0
53	504	10.0
53	786	9.0
53	799	9.0
53	888	5.0
53	900	9.0
53	1136	8.0
53	1199	10.0
53	1414	7.0
53	1551	8.0
53	1715	9.0
53	1975	3.0
53	2084	8.0
53	2094	8.0
53	2208	5.0
53	2233	1.0
53	2426	8.0
53	2556	9.0
53	2597	10.0
53	3190	9.0
53	3296	8.0
53	3397	7.0
53	3398	9.0
53	3399	6.0
53	3400	9.0
53	3403	10.0
53	4052	8.0
53	4186	9.0
53	4192	7.0
53	4771	8.0
53	4931	5.0
53	5145	5.0
53	5385	10.0
53	6217	7.0
53	6307	6.0
53	6483	7.0
53	6795	8.0
53	6833	8.0
53	7031	8.0
53	7376	5.0
53	7380	5.0
53	7385	9.0
53	7386	7.0
53	7387	9.0
57	56	10.0
57	94	8.0
57	139	4.0
57	389	6.0
57	728	9.0
57	734	8.0
57	799	8.0
57	957	6.0
57	1497	8.0
57	1629	8.0
57	1938	10.0
57	2038	3.0
57	2156	7.0
57	2232	7.0
57	2243	8.0
57	2282	9.0
57	2296	8.0
57	2370	8.0
57	2523	9.0
57	2623	10.0
57	3275	8.0
57	3403	10.0
57	3660	9.0
57	3702	8.0
57	3709	7.0
57	3750	9.0
57	4097	8.0
57	6684	8.0
57	6720	10.0
57	6729	7.0
57	6776	8.0
57	7186	2.0
57	7368	5.0
57	7537	8.0
57	7542	9.0
57	7543	7.0
57	7544	8.0
57	7545	5.0
57	7547	6.0
57	7548	10.0
57	7549	8.0
57	7551	8.0
57	7552	8.0
57	15979	8.0
59	20	8.0
59	126	8.0
59	127	9.0
59	143	7.0
59	256	7.0
59	258	8.0
59	388	8.0
59	391	9.0
59	428	10.0
59	556	9.0
59	737	8.0
59	1315	10.0
59	1596	8.0
59	2003	1.0
59	2395	4.0
59	2640	9.0
59	2796	5.0
59	2819	10.0
59	3739	10.0
59	4035	9.0
59	4070	8.0
59	4527	10.0
59	4817	10.0
59	4827	9.0
59	6120	10.0
59	7294	8.0
59	7353	5.0
59	7443	9.0
59	7566	3.0
59	7567	10.0
59	7579	7.0
59	7588	8.0
59	7601	6.0
59	7614	7.0
59	7615	9.0
59	7618	10.0
59	7633	10.0
59	7634	6.0
59	7642	8.0
59	7645	8.0
60	144	9.0
60	177	10.0
60	289	9.0
60	393	10.0
60	407	9.0
60	785	6.0
60	790	10.0
60	799	8.0
60	912	10.0
60	994	8.0
60	1706	8.0
60	2491	10.0
60	2848	10.0
60	2992	10.0
60	3790	10.0
60	3791	7.0
60	3792	9.0
60	3793	8.0
60	3794	9.0
60	3795	8.0
60	3801	7.0
60	7649	9.0
60	7650	7.0
63	4	9.0
63	25	10.0
63	32	9.0
63	38	9.0
63	56	7.0
63	82	9.0
63	123	7.0
63	143	7.0
63	144	7.0
63	167	8.0
63	204	8.0
63	239	7.0
63	240	6.0
63	410	7.0
63	497	7.0
63	547	8.0
63	585	8.0
63	607	8.0
63	643	8.0
63	706	8.0
63	726	8.0
63	744	9.0
63	757	7.0
63	765	8.0
63	863	9.0
63	921	7.0
63	967	8.0
63	994	9.0
63	1070	8.0
63	1117	8.0
63	1191	7.0
63	1219	7.0
63	1288	8.0
63	1291	10.0
63	1292	8.0
63	1303	8.0
63	1338	8.0
63	1366	9.0
63	1440	10.0
63	1460	6.0
63	1489	8.0
63	1539	8.0
63	1540	6.0
63	1562	8.0
63	1570	8.0
63	1640	9.0
63	1656	8.0
63	1681	7.0
63	1771	8.0
63	1830	7.0
63	1855	9.0
63	1932	8.0
63	2057	10.0
63	2120	8.0
63	2184	9.0
63	2186	8.0
63	2233	7.0
63	2267	9.0
63	2280	7.0
63	2335	9.0
63	2385	6.0
63	2451	9.0
63	2493	10.0
63	2658	8.0
63	2700	8.0
63	2755	8.0
63	2915	6.0
63	2919	6.0
63	2929	7.0
63	2970	6.0
63	2983	7.0
63	2992	10.0
63	3077	7.0
63	3217	8.0
63	3284	7.0
63	3470	8.0
63	3493	6.0
63	3514	8.0
63	3564	8.0
63	3648	10.0
63	3684	8.0
63	3767	8.0
63	3826	8.0
63	3837	9.0
63	3843	7.0
63	3848	9.0
63	3853	7.0
63	3855	9.0
63	3883	7.0
63	3915	6.0
63	3925	7.0
63	3968	6.0
63	3975	8.0
63	4345	7.0
63	4350	9.0
63	4361	9.0
63	4726	8.0
63	4768	10.0
63	4834	8.0
63	4845	8.0
63	5124	8.0
63	5180	8.0
63	5203	6.0
63	5552	8.0
63	5577	8.0
63	5850	7.0
63	5855	7.0
63	6534	6.0
63	6593	8.0
63	6607	7.0
63	6639	6.0
63	6650	8.0
63	6666	6.0
63	6684	8.0
63	6813	6.0
63	6819	8.0
63	7154	6.0
63	7177	7.0
63	7306	8.0
63	7336	8.0
63	7371	8.0
63	7411	8.0
63	7435	9.0
63	7670	9.0
63	7671	9.0
63	7672	7.0
63	7673	7.0
63	7677	10.0
63	7678	7.0
63	7679	7.0
63	7681	8.0
63	7682	9.0
63	7685	6.0
63	7689	9.0
63	7690	8.0
63	7691	8.0
63	7697	10.0
63	7701	9.0
63	7704	8.0
63	7705	8.0
63	7708	8.0
63	7712	6.0
63	7717	7.0
63	7722	10.0
63	7725	8.0
63	7726	9.0
63	7727	7.0
63	7728	6.0
63	7731	7.0
63	7739	9.0
63	7747	7.0
63	7758	8.0
63	7759	7.0
63	7763	9.0
63	7768	7.0
63	7770	7.0
63	7771	7.0
63	7772	7.0
63	7774	8.0
63	7775	7.0
63	7779	7.0
63	7782	9.0
63	7783	8.0
63	7784	7.0
63	7790	7.0
63	7793	7.0
63	7796	8.0
63	7797	8.0
63	7798	6.0
63	7800	7.0
63	7803	8.0
63	7805	8.0
63	7806	9.0
63	7815	9.0
63	7816	8.0
63	7822	10.0
63	7826	10.0
63	7827	7.0
63	7831	8.0
63	7832	9.0
63	7834	8.0
63	7836	7.0
63	7839	8.0
63	7840	6.0
63	7841	7.0
63	7844	8.0
63	7845	9.0
63	7846	9.0
63	7848	6.0
63	7849	6.0
63	7853	9.0
63	7855	8.0
63	11312	7.0
63	11913	10.0
63	16184	9.0
69	22	2.0
69	94	10.0
69	306	10.0
69	320	10.0
69	369	10.0
69	530	10.0
69	727	8.0
69	846	10.0
69	1222	10.0
69	1570	10.0
69	1595	10.0
69	1770	10.0
69	2148	10.0
69	2243	10.0
69	2282	10.0
69	2438	5.0
69	2755	10.0
69	2772	10.0
69	2817	10.0
69	2890	9.0
69	2902	10.0
69	3121	10.0
69	3130	7.0
69	3230	10.0
69	3403	7.0
69	3417	10.0
69	3485	10.0
69	3684	10.0
69	3811	10.0
69	3869	10.0
69	3954	9.0
69	4111	8.0
69	4112	6.0
69	4113	7.0
69	4114	10.0
69	4115	10.0
69	4116	9.0
69	4117	8.0
69	4119	10.0
69	4121	10.0
69	4122	10.0
69	4123	10.0
69	4125	10.0
69	4126	10.0
69	4127	10.0
69	4128	10.0
69	4441	7.0
69	5090	10.0
69	5094	10.0
69	5359	10.0
69	5902	8.0
69	5921	10.0
69	6408	10.0
69	6684	10.0
69	7046	6.0
69	7306	10.0
69	7339	10.0
69	7547	10.0
69	7925	10.0
69	7926	10.0
69	7928	10.0
69	7929	8.0
69	7930	10.0
69	7931	10.0
69	7935	10.0
69	7940	9.0
69	7941	10.0
69	7942	10.0
69	7946	9.0
69	7947	10.0
69	7949	10.0
69	7950	9.0
69	7951	10.0
69	7952	3.0
69	7953	8.0
69	7958	7.0
69	7960	3.0
69	7965	7.0
69	7966	6.0
71	132	10.0
71	219	8.0
71	243	9.0
71	281	9.0
71	297	9.0
71	313	8.0
71	366	9.0
71	497	8.0
71	593	8.0
71	599	7.0
71	737	8.0
71	795	7.0
71	810	7.0
71	918	7.0
71	948	8.0
71	960	8.0
71	966	8.0
71	1023	8.0
71	1160	8.0
71	1463	8.0
71	1508	8.0
71	1714	8.0
71	1880	7.0
71	2022	9.0
71	2208	7.0
71	2219	8.0
71	2470	6.0
71	2491	7.0
71	2507	9.0
71	2535	7.0
71	2687	9.0
71	2963	7.0
71	3030	10.0
71	3035	7.0
71	4113	8.0
71	4161	8.0
71	4192	7.0
71	4199	5.0
71	4325	7.0
71	4407	9.0
71	4607	9.0
71	5260	9.0
71	5408	8.0
71	5413	7.0
71	5443	8.0
71	5702	8.0
71	5786	9.0
71	5804	8.0
71	6017	9.0
71	6294	8.0
71	6637	8.0
71	6833	9.0
71	6922	6.0
71	7053	8.0
71	7812	7.0
71	7980	8.0
71	7984	9.0
71	7985	8.0
71	7986	9.0
71	7988	7.0
71	7990	8.0
71	7993	8.0
71	7994	9.0
71	7996	8.0
71	7997	7.0
71	7999	9.0
71	8000	10.0
71	8006	7.0
73	14	10.0
73	78	10.0
73	105	8.0
73	223	10.0
73	228	10.0
73	235	10.0
73	243	9.0
73	253	7.0
73	259	10.0
73	276	9.0
73	429	10.0
73	593	10.0
73	594	10.0
73	620	7.0
73	723	9.0
73	734	10.0
73	816	8.0
73	848	8.0
73	1018	10.0
73	1052	10.0
73	1065	10.0
73	1328	10.0
73	1440	8.0
73	1789	9.0
73	2100	10.0
73	2173	8.0
73	2183	10.0
73	2267	10.0
73	2332	9.0
73	2837	9.0
73	2929	5.0
73	3433	9.0
73	3704	10.0
73	3773	9.0
73	4067	10.0
73	4210	7.0
73	4217	9.0
73	4220	8.0
73	4593	10.0
73	4604	9.0
73	4660	9.0
73	4693	9.0
73	4730	8.0
73	4817	10.0
73	7113	10.0
73	7758	10.0
73	8012	10.0
73	8014	10.0
73	8015	10.0
73	8016	10.0
76	225	8.0
76	424	8.0
76	765	9.0
76	798	9.0
76	1726	9.0
76	2539	8.0
76	2881	7.0
76	3099	7.0
76	4283	9.0
76	4284	7.0
76	4286	8.0
76	4287	8.0
76	4431	7.0
76	4762	6.0
76	4772	6.0
76	8079	8.0
76	8080	5.0
78	147	10.0
78	202	9.0
78	233	8.0
78	281	8.0
78	590	7.0
78	682	8.0
78	802	8.0
78	816	10.0
78	1028	8.0
78	1127	7.0
78	1336	10.0
78	1427	8.0
78	1458	8.0
78	1547	9.0
78	1565	7.0
78	1659	7.0
78	1872	9.0
78	2070	10.0
78	2072	10.0
78	2100	10.0
78	2288	10.0
78	2372	8.0
78	2596	9.0
78	2991	7.0
78	3164	8.0
78	3511	8.0
78	3797	10.0
78	4370	7.0
78	4371	10.0
78	4372	8.0
78	4373	8.0
78	4375	10.0
78	4729	4.0
78	4975	9.0
78	6314	7.0
78	6452	9.0
78	6625	7.0
78	7040	8.0
78	8119	7.0
78	8120	10.0
78	8123	10.0
78	8124	7.0
78	8125	8.0
78	8128	7.0
78	8133	9.0
78	8134	8.0
78	8139	8.0
78	8140	10.0
78	8142	8.0
78	8143	7.0
78	8146	8.0
78	8149	7.0
78	8150	8.0
78	8151	8.0
78	8152	9.0
83	114	7.0
83	115	9.0
83	1481	9.0
83	1489	9.0
83	1704	10.0
83	1889	9.0
83	3553	7.0
83	3780	9.0
83	5588	9.0
83	6397	9.0
83	8057	10.0
83	8201	8.0
83	8202	10.0
83	8207	9.0
83	8220	9.0
83	8221	7.0
83	9431	7.0
83	10744	9.0
83	11599	7.0
83	13026	8.0
83	14011	6.0
83	14974	8.0
90	14	7.0
90	483	9.0
