user	item	rating
31	6191	10.000000
31	604	10.000000
31	770	10.000000
31	2438	9.000000
31	394	10.000000
31	2251	9.000000
31	6927	9.000000
31	1547	5.000000
31	8139	8.000000
31	6812	9.000000
31	1932	10.000000
31	228	10.000000
31	814	10.000000
31	3468	5.000000
31	6926	10.000000
31	6930	10.000000
31	468	8.000000
31	6938	10.000000
31	2216	9.000000
31	252	10.000000
31	3840	9.000000
31	575	10.000000
31	2303	10.000000
31	4899	10.000000
31	2305	10.000000
31	6921	10.000000
31	6064	9.000000
31	760	10.000000
31	113	9.000000
31	912	10.000000
31	5319	10.000000
31	2298	10.000000
31	1880	8.000000
31	6925	8.000000
31	192	9.000000
31	6934	9.000000
31	6922	9.000000
31	1295	9.000000
31	6935	9.000000
31	2309	8.000000
31	4934	10.000000
31	512	10.000000
31	962	10.000000
31	4221	9.000000
31	4051	9.000000
31	6932	9.000000
31	2302	10.000000
31	6760	9.000000
31	1711	8.000000
31	14	10.000000
31	1271	7.000000
31	53	10.000000
31	4050	8.000000
31	129	8.000000
31	2297	6.000000
31	1523	9.000000
31	1466	5.000000
31	2976	10.000000
31	6933	8.000000
31	6915	9.000000
31	2470	10.000000
31	6920	10.000000
31	3330	10.000000
31	410	8.000000
31	737	10.000000
31	556	10.000000
31	6919	10.000000
31	6917	9.000000
31	6924	9.000000
31	6929	9.000000
31	6918	9.000000
31	1018	10.000000
31	4900	8.000000
31	2284	10.000000
31	351	10.000000
31	1300	10.000000
31	1867	5.000000
31	4199	8.000000
31	4130	7.000000
31	6939	10.000000
31	66	10.000000
31	2308	9.000000
31	6936	9.000000
31	620	9.000000
31	6914	9.000000
31	6913	9.000000
31	5285	5.000000
31	2291	10.000000
31	1697	10.000000
31	3161	10.000000
31	1123	9.000000
31	2301	10.000000
31	696	9.000000
31	2109	9.000000
34	6965	9.000000
34	6966	10.000000
34	6973	10.000000
34	6977	8.000000
34	6969	10.000000
34	6978	8.000000
34	2460	10.000000
34	6716	10.000000
34	6958	10.000000
34	6976	8.000000
34	3307	10.000000
34	6972	10.000000
34	1640	10.000000
34	6974	10.000000
34	2463	10.000000
34	2468	10.000000
34	2465	10.000000
34	2469	10.000000
34	6960	10.000000
34	2459	10.000000
34	2466	10.000000
34	2461	10.000000
34	5329	10.000000
34	6962	10.000000
34	3479	10.000000
34	6971	10.000000
34	6961	10.000000
34	1912	10.000000
34	6959	10.000000
34	2462	10.000000
34	4118	10.000000
44	3924	8.000000
44	7024	8.000000
44	2543	10.000000
44	2438	10.000000
44	389	9.000000
44	2899	5.000000
44	1570	10.000000
44	1130	10.000000
44	3682	7.000000
44	2009	8.000000
44	5990	8.000000
44	2197	10.000000
44	7003	8.000000
44	2844	10.000000
44	1789	7.000000
44	631	9.000000
44	7014	10.000000
44	7018	6.000000
44	1370	8.000000
44	834	8.000000
44	2883	3.000000
44	3660	8.000000
44	1277	9.000000
44	7019	10.000000
44	6025	8.000000
44	1993	8.000000
44	2183	10.000000
44	2891	10.000000
44	2897	10.000000
44	2816	10.000000
44	1853	10.000000
44	3482	10.000000
44	7006	10.000000
44	1278	8.000000
44	7015	10.000000
44	7012	10.000000
44	2046	7.000000
44	7010	10.000000
44	2893	10.000000
44	1535	10.000000
44	797	10.000000
44	3022	7.000000
44	7021	6.000000
44	7020	5.000000
44	7009	10.000000
44	2489	7.000000
44	1113	10.000000
44	3687	8.000000
44	2892	9.000000
44	2894	9.000000
44	7013	8.000000
44	3272	9.000000
44	5479	5.000000
44	3464	6.000000
44	2896	7.000000
44	2895	8.000000
44	2900	10.000000
44	7004	10.000000
44	7007	10.000000
44	5502	10.000000
44	7005	10.000000
44	6061	9.000000
44	5983	5.000000
44	7011	10.000000
44	2600	9.000000
44	7017	10.000000
44	7016	8.000000
44	2885	8.000000
44	2596	9.000000
44	2898	8.000000
44	7008	10.000000
44	6627	10.000000
44	7023	4.000000
44	7022	9.000000
44	3811	6.000000
44	2378	8.000000
44	149	5.000000
44	2886	10.000000
47	1487	9.000000
47	3110	8.000000
47	1605	9.000000
47	6262	9.000000
47	3109	9.000000
47	560	8.000000
47	1738	9.000000
47	3112	6.000000
47	845	9.000000
47	1587	10.000000
47	3119	9.000000
47	3120	9.000000
47	802	8.000000
47	504	6.000000
47	1272	5.000000
47	900	6.000000
47	3115	8.000000
47	3108	9.000000
47	3117	8.000000
47	2546	9.000000
47	3114	8.000000
47	3118	7.000000
47	1804	8.000000
47	3113	4.000000
47	3116	8.000000
47	591	9.000000
47	2711	8.000000
47	3107	9.000000
47	7056	10.000000
47	3018	10.000000
47	3111	9.000000
47	55	10.000000
47	2937	9.000000
47	2265	10.000000
47	7055	10.000000
47	2074	10.000000
48	7158	8.000000
48	7002	8.000000
48	5652	9.000000
48	6451	10.000000
48	1439	10.000000
48	369	7.000000
48	4548	10.000000
48	7174	10.000000
48	481	8.000000
48	2969	5.000000
48	7227	6.000000
48	36	10.000000
48	7175	9.000000
48	1116	8.000000
48	7185	9.000000
48	7190	8.000000
48	3036	10.000000
48	7183	7.000000
48	6035	10.000000
48	3506	8.000000
48	2746	9.000000
48	3684	7.000000
48	7191	9.000000
48	1065	8.000000
48	7132	8.000000
48	7131	7.000000
48	7116	9.000000
48	1121	8.000000
48	7224	7.000000
48	2751	7.000000
48	840	4.000000
48	2156	6.000000
48	7118	10.000000
48	886	10.000000
48	1007	9.000000
48	27	7.000000
48	7159	8.000000
48	631	7.000000
48	1777	8.000000
48	2967	8.000000
48	683	10.000000
48	1199	7.000000
48	745	10.000000
48	6656	8.000000
48	1864	10.000000
48	543	10.000000
48	7207	9.000000
48	7193	9.000000
48	7231	10.000000
48	7086	8.000000
48	1893	10.000000
48	2565	10.000000
48	2597	9.000000
48	642	7.000000
48	3453	7.000000
48	229	6.000000
48	7214	9.000000
48	4920	10.000000
48	4559	10.000000
48	6606	10.000000
48	7177	9.000000
48	3152	10.000000
48	725	10.000000
48	6665	9.000000
48	1443	10.000000
48	7236	7.000000
48	6564	10.000000
48	1025	9.000000
48	7172	9.000000
48	987	10.000000
48	3687	9.000000
48	247	7.000000
48	4539	10.000000
48	7232	7.000000
48	2120	7.000000
48	6261	5.000000
48	7166	10.000000
48	1041	3.000000
48	7216	7.000000
48	5098	8.000000
48	7184	10.000000
48	1857	10.000000
48	4488	10.000000
48	5641	10.000000
48	2140	8.000000
48	880	7.000000
48	1018	8.000000
48	7197	8.000000
48	351	8.000000
48	1946	8.000000
48	7230	8.000000
48	7140	7.000000
48	1287	7.000000
48	7126	9.000000
48	7170	9.000000
48	6288	8.000000
48	2152	10.000000
48	756	8.000000
48	7204	8.000000
48	7113	9.000000
48	7117	10.000000
48	1922	10.000000
48	7128	10.000000
48	7130	10.000000
48	7129	10.000000
48	1724	10.000000
48	7217	10.000000
48	6461	10.000000
48	7178	8.000000
49	4823	7.000000
49	3551	5.000000
49	7248	5.000000
49	1081	5.000000
49	329	6.000000
49	7246	3.000000
49	3214	2.000000
49	7264	3.000000
49	291	3.000000
49	114	1.000000
49	7270	5.000000
49	3218	8.000000
49	318	6.000000
49	7279	2.000000
49	867	7.000000
49	1965	9.000000
49	1888	6.000000
49	4872	2.000000
49	7277	2.000000
49	608	8.000000
49	7268	7.000000
49	7266	6.000000
49	7254	6.000000
49	5862	1.000000
49	3238	7.000000
49	5640	5.000000
49	2915	6.000000
49	263	9.000000
49	7276	1.000000
49	3219	6.000000
49	6219	4.000000
49	7280	6.000000
49	190	1.000000
49	6079	7.000000
49	2436	5.000000
49	7269	8.000000
52	3386	10.000000
52	144	10.000000
52	369	8.000000
52	2934	10.000000
52	1665	6.000000
52	4442	9.000000
52	7315	6.000000
52	6502	6.000000
52	7343	8.000000
52	3110	8.000000
52	789	8.000000
52	1116	7.000000
52	1115	7.000000
52	2533	7.000000
52	1600	6.000000
52	7310	5.000000
52	915	6.000000
52	202	9.000000
52	3198	6.000000
52	7338	7.000000
52	5657	10.000000
52	7075	9.000000
52	3383	8.000000
52	4441	6.000000
52	7301	6.000000
52	7351	10.000000
52	7319	8.000000
52	2907	7.000000
52	3684	8.000000
52	7311	8.000000
52	239	6.000000
52	7327	8.000000
52	1169	8.000000
52	848	8.000000
52	7296	7.000000
52	5203	7.000000
52	1727	5.000000
52	5424	10.000000
52	3438	7.000000
52	1461	7.000000
52	566	9.000000
52	7358	7.000000
52	1880	8.000000
52	7333	6.000000
52	7289	8.000000
52	3389	9.000000
52	683	10.000000
52	7313	8.000000
52	7323	8.000000
52	5181	7.000000
52	1094	10.000000
52	298	7.000000
52	2491	6.000000
52	2614	5.000000
52	7330	6.000000
52	2824	7.000000
52	15903	7.000000
52	3387	8.000000
52	4055	8.000000
52	1050	8.000000
52	126	10.000000
52	5622	6.000000
52	997	9.000000
52	5193	8.000000
52	7328	10.000000
52	7316	7.000000
52	2735	6.000000
52	7350	6.000000
52	6682	7.000000
52	6694	7.000000
52	7902	5.000000
52	7326	10.000000
52	1216	8.000000
52	7324	6.000000
52	3672	7.000000
52	5698	8.000000
52	7355	9.000000
52	7341	9.000000
52	826	6.000000
52	3385	8.000000
52	4647	8.000000
52	2038	7.000000
52	7304	8.000000
52	7308	5.000000
52	856	7.000000
52	3196	8.000000
52	7109	7.000000
52	3392	8.000000
52	7342	9.000000
52	55	7.000000
52	7334	7.000000
52	3622	8.000000
52	2289	5.000000
52	7335	5.000000
52	1962	7.000000
52	7332	6.000000
52	554	8.000000
52	3917	9.000000
52	6140	10.000000
52	916	10.000000
52	3296	6.000000
52	2623	7.000000
52	3137	8.000000
52	7291	8.000000
52	173	8.000000
52	4288	8.000000
52	696	9.000000
52	7300	6.000000
53	6307	6.000000
53	6795	8.000000
53	7390	6.000000
53	2084	8.000000
53	276	9.000000
53	144	8.000000
53	2094	8.000000
53	5385	10.000000
53	309	8.000000
53	2208	5.000000
53	289	7.000000
53	888	5.000000
53	3398	9.000000
53	3399	6.000000
53	6833	8.000000
53	1414	7.000000
53	4771	8.000000
53	1199	10.000000
53	7380	5.000000
53	7031	8.000000
53	7386	7.000000
53	3190	9.000000
53	2597	10.000000
53	504	10.000000
53	1888	9.000000
53	7388	9.000000
53	900	9.000000
53	4186	9.000000
53	6217	7.000000
53	7387	9.000000
53	2556	9.000000
53	4898	8.000000
53	7376	5.000000
53	2426	8.000000
53	1136	8.000000
53	786	9.000000
53	7385	9.000000
53	259	2.000000
53	6483	7.000000
53	4052	8.000000
53	1715	9.000000
53	2233	1.000000
53	411	5.000000
53	3400	9.000000
53	799	9.000000
53	1975	3.000000
53	56	10.000000
53	1551	8.000000
53	3403	10.000000
53	3397	7.000000
53	4192	7.000000
53	3296	8.000000
53	4931	5.000000
53	5145	5.000000
57	7551	8.000000
57	6684	8.000000
57	7542	9.000000
57	1938	10.000000
57	7544	8.000000
57	734	8.000000
57	389	6.000000
57	7186	2.000000
57	7547	6.000000
57	7545	5.000000
57	6720	10.000000
57	4112	3.000000
57	6729	7.000000
57	3707	8.000000
57	3702	8.000000
57	7549	8.000000
57	2156	7.000000
57	2282	9.000000
57	2232	7.000000
57	15979	8.000000
57	3660	9.000000
57	3709	7.000000
57	2243	8.000000
57	3275	8.000000
57	6776	8.000000
57	94	8.000000
57	4097	8.000000
57	2370	8.000000
57	957	6.000000
57	7537	8.000000
57	1497	8.000000
57	2038	3.000000
57	728	9.000000
57	2810	10.000000
57	799	8.000000
57	7543	7.000000
57	7548	10.000000
57	2296	8.000000
57	139	4.000000
57	7552	8.000000
57	1629	8.000000
57	2523	9.000000
57	56	10.000000
57	3403	10.000000
57	7368	5.000000
57	2623	10.000000
57	3750	9.000000
59	7353	5.000000
59	391	9.000000
59	7615	9.000000
59	1465	8.000000
59	2796	5.000000
59	2819	10.000000
59	7645	8.000000
59	6120	10.000000
59	4035	9.000000
59	7601	6.000000
59	2395	4.000000
59	4827	9.000000
59	1596	8.000000
59	7567	10.000000
59	256	7.000000
59	7618	10.000000
59	4817	10.000000
59	428	10.000000
59	4070	8.000000
59	1315	10.000000
59	126	8.000000
59	2640	9.000000
59	127	9.000000
59	7294	8.000000
59	388	8.000000
59	20	8.000000
59	7579	7.000000
59	258	8.000000
59	7634	6.000000
59	737	8.000000
59	556	9.000000
59	7633	10.000000
59	7642	8.000000
59	2003	1.000000
59	4527	10.000000
59	7588	8.000000
59	7614	7.000000
59	3739	10.000000
59	7566	3.000000
59	143	7.000000
59	7443	9.000000
60	790	10.000000
60	144	9.000000
60	3795	8.000000
60	289	9.000000
60	994	8.000000
60	3793	8.000000
60	912	10.000000
60	3800	7.000000
60	407	9.000000
60	3792	9.000000
60	2491	10.000000
60	177	10.000000
60	7650	7.000000
60	2848	10.000000
60	7649	9.000000
60	3801	7.000000
60	3794	9.000000
60	2992	10.000000
60	1706	8.000000
60	785	6.000000
60	3790	10.000000
60	3791	7.000000
60	799	8.000000
60	393	10.000000
63	4726	8.000000
63	7677	10.000000
63	5577	8.000000
63	6684	8.000000
63	7806	9.000000
63	7855	8.000000
63	4845	8.000000
63	144	7.000000
63	5850	7.000000
63	7853	9.000000
63	7704	8.000000
63	7705	8.000000
63	7783	8.000000
63	4350	9.000000
63	3493	6.000000
63	4768	10.000000
63	7726	9.000000
63	1460	6.000000
63	585	8.000000
63	1117	8.000000
63	3470	8.000000
63	1288	8.000000
63	3648	10.000000
63	3925	7.000000
63	7797	8.000000
63	7758	8.000000
63	7747	7.000000
63	7759	7.000000
63	1540	6.000000
63	2184	9.000000
63	7815	9.000000
63	7697	10.000000
63	1570	8.000000
63	1130	7.000000
63	3684	8.000000
63	1932	8.000000
63	7671	9.000000
63	7739	9.000000
63	239	7.000000
63	7703	8.000000
63	7849	6.000000
63	7844	8.000000
63	240	6.000000
63	7845	9.000000
63	7825	10.000000
63	3883	7.000000
63	7846	9.000000
63	7843	7.000000
63	7708	8.000000
63	7847	7.000000
63	7830	7.000000
63	547	8.000000
63	7673	7.000000
63	744	9.000000
63	643	8.000000
63	994	9.000000
63	2919	6.000000
63	2280	7.000000
63	7689	9.000000
63	5203	6.000000
63	253	8.000000
63	7796	8.000000
63	7828	9.000000
63	7816	8.000000
63	204	8.000000
63	5124	8.000000
63	11312	7.000000
63	6813	6.000000
63	1836	9.000000
63	3520	8.000000
63	196	8.000000
63	3335	7.000000
63	7805	8.000000
63	2970	6.000000
63	3968	6.000000
63	7840	6.000000
63	520	6.000000
63	82	9.000000
63	7154	6.000000
63	7306	8.000000
63	7841	7.000000
63	7682	9.000000
63	7725	8.000000
63	7731	7.000000
63	7756	7.000000
63	497	7.000000
63	2267	9.000000
63	7839	8.000000
63	7803	8.000000
63	706	8.000000
63	2186	8.000000
63	123	7.000000
63	7701	9.000000
63	921	7.000000
63	3514	8.000000
63	1219	7.000000
63	1191	7.000000
63	1489	8.000000
63	2700	8.000000
63	3217	8.000000
63	946	8.000000
63	6639	6.000000
63	6650	8.000000
63	4088	9.000000
63	1640	9.000000
63	3284	7.000000
63	25	10.000000
63	4	9.000000
63	967	8.000000
63	7772	7.000000
63	2658	8.000000
63	7834	8.000000
63	1681	7.000000
63	7836	7.000000
63	863	9.000000
63	7177	7.000000
63	7738	7.000000
63	7727	7.000000
63	2335	9.000000
63	3077	7.000000
63	1830	7.000000
63	3564	8.000000
63	7717	7.000000
63	1292	8.000000
63	7691	8.000000
63	7790	7.000000
63	4345	7.000000
63	3826	8.000000
63	7770	7.000000
63	5855	7.000000
63	7800	7.000000
63	7263	8.000000
63	3975	8.000000
63	726	8.000000
63	7678	7.000000
63	2451	9.000000
63	1855	9.000000
63	3767	8.000000
63	1656	8.000000
63	7771	7.000000
63	167	8.000000
63	7798	6.000000
63	7681	8.000000
63	1070	8.000000
63	7793	7.000000
63	3848	9.000000
63	11913	10.000000
63	1291	10.000000
63	5180	8.000000
63	7831	8.000000
63	7670	9.000000
63	6819	8.000000
63	4361	9.000000
63	7826	10.000000
63	6666	6.000000
63	7832	9.000000
63	7763	9.000000
63	7827	7.000000
63	7371	8.000000
63	2915	6.000000
63	3853	7.000000
63	7784	7.000000
63	7722	10.000000
63	5552	8.000000
63	1366	9.000000
63	2120	8.000000
63	16184	9.000000
63	2992	10.000000
63	7672	7.000000
63	2057	10.000000
63	1440	10.000000
63	2983	7.000000
63	7779	7.000000
63	7780	8.000000
63	410	7.000000
63	2755	8.000000
63	1771	8.000000
63	7782	9.000000
63	7822	10.000000
63	2359	8.000000
63	7694	9.000000
63	1303	8.000000
63	2929	7.000000
63	7690	8.000000
63	607	8.000000
63	6534	6.000000
63	1906	9.000000
63	757	7.000000
63	2493	10.000000
63	4834	8.000000
63	7411	8.000000
63	2233	7.000000
63	3837	9.000000
63	7336	8.000000
63	56	7.000000
63	1338	8.000000
63	32	9.000000
63	765	8.000000
63	7435	9.000000
63	7848	6.000000
63	6559	8.000000
63	7775	7.000000
63	2385	6.000000
